score,text
1,"['group', 'young', 'friends', 'experience', 'car', 'trouble', 'whilst', 'travelling', 'beaten', 'track', 'accept', 'offer', 'help', 'lonely', 'local', 'mr', 'slausen', 'chuck', 'connors', 'owner', 'nearby', 'museum', 'full', 'historical', 'wax', 'mannequins', 'creepy', 'roadside', 'attraction', 'friends', 'stalked', 'maskwearing', 'lunatic', 'bring', 'museums', 'dummies', 'life', 'power', 'mindtourist', 'traps', 'bad', 'guy', 'demented', 'cross', 'texas', 'chain', 'saw', 'massacres', 'leatherface', 'anthony', 'scary', 'kid', 'classic', 'twilight', 'zone', 'episode', 'good', 'life', 'whilst', 'plot', 'blend', 'elements', 'aforementioned', 'tcm', 'hitchcocks', 'psycho', 'house', 'wax', 'atmosphere', 'execution', 'tourist', 'trap', 'however', 'totally', 'offkilter', 'respect', 'virtually', 'impossible', 'draw', 'comparison', 'earlier', 'moviesdirector', 'david', 'schmoellers', 'continually', 'inventive', 'unpredictable', 'treatment', 'script', 'gives', 'film', 'distinctly', 'nightmarish', 'quality', 'brilliant', 'leftfield', 'performance', 'connors', 'impossibly', 'creepy', 'score', 'pino', 'donaggio', 'collection', 'truly', 'unsettling', 'mannequins', 'detachable', 'jaws', 'presence', 'super', 'sexy', 'tanya', 'roberts', 'spends', 'film', 'briefly', 'tiny', 'denim', 'hotpants', 'figure', 'hugging', 'boobtube', 'tourist', 'trap', 'totally', 'unforgettable', 'ultimately', 'oneofakind', 'horror', 'experience', 'well', 'deserving', 'cult', 'following']"
1,"['tighter', 'drama', 'better', 'film', 'sister', 'rivalry', 'little', 'gem', 'mainly', 'promoted', 'comedy', 'upon', 'release', 'sweden', 'glad', 'find', 'not', 'whole', 'case', 'funny', 'bits', 'smalltown', 'bickering', 'enjoy', 'surely', 'drama', 'takes', 'center', 'stage', 'story', 'progresses', 'not', 'family', 'drama', 'also', 'raises', 'poignant', 'questions', 'respecting', 'differences', 'peoples', 'lifestyle', 'choicesgreat', 'character', 'ensemble', 'many', 'superb', 'moving', 'dramatic', 'scenes', 'score', 'credibility', 'points', 'not', 'scattershot', 'hold', 'everything', 'place', 'makes', 'assume', 'ingmar', 'bergman', 'made', 'drama', 'would', 'suit', 'international', 'attention', 'probably', 'would', 'immediate', 'ozjeppe']"
1,['thanks']
1,"['no', 'tool', 'quite', 'like', 'think', 'helpful', 'master', 'using', 'itwhich', 'take', 'bit', 'time', 'used', 'using', 'knife', 'always', 'used', 'paring', 'knife', 'cut', 'devein', 'getting', 'hang', 'bit', 'struggle', 'thought', 'bit', 'foodie', 'needed', 'need', 'strong', 'wordbut', 'like', 'nowthe', 'precleaned', 'easy', 'peel', 'shrimp', 'much', 'espensive', 'shrimp', 'shellsthis', 'make', 'bit', 'easieronce', 'got', 'think', 'faster', 'since', 'not', 'take', 'much', 'space', 'not', 'expensive', 'think', 'good', 'purchasethat', 'said', 'bit', 'like', 'grapefruit', 'spoon', 'melon', 'baller', 'nice', 'extreamly', 'convenient', 'right', 'circumstancesbut', 'really', 'needing', 'hard', 'call']"
1,"['flying', 'skies', 'take', 'away', 'travel']"
1,"['must', 'interested', 'realoption', 'theorypractice', 'solid', 'book', 'provides', 'background', 'well', 'insight', 'use', 'finanically', 'benefit', 'applying', 'realoptions', 'approach', 'authors', 'done', 'nice', 'job', 'furthering', 'realoption', 'research', 'blending', 'academic', 'practicality', 'implementationan', 'unexpected', 'benefit', 'book', 'discovering', 'professor', 'kulatilaka', 'also', 'established', 'useful', 'website', 'appropriately', 'titled', 'addition', 'book', 'todate', 'comprehensive', 'website', 'subject']"
1,"['easy', 'turn', 'car', 'volume', 'controls', 'quite', 'accessable']"
0,"['sucks', 'teco', 'teco']"
1,"['obviously', 'made', 'cheap', 'capitalize', 'notorious', 'mandingo', 'crassly', 'pandering', 'hunk', 'blithely', 'rancid', 'italian', 'sexploitation', 'junk', 'really', 'pours', 'sordid', 'stuff', 'commendable', 'lack', 'taste', 'restraint', 'evil', 'arrogant', 'white', 'family', 'operate', 'lavish', 'slave', 'plantation', 'spend', 'majority', 'screen', 'time', 'engaging', 'hanky', 'panky', 'various', 'slaves', 'director', 'mario', 'penzauti', 'screenwriter', 'tecla', 'romanelli', 'cram', 'fetid', 'filth', 'teeming', 'surplus', 'sizzling', 'sleaze', 'got', 'nasty', 'rape', 'interracial', 'copulation', 'one', 'white', 'lady', 'makes', 'wild', 'love', 'muscular', 'black', 'stud', 'tied', 'cross', 'copious', 'female', 'nudity', 'brutal', 'whippings', 'vile', 'degradation', 'lots', 'lurid', 'softcore', 'sex', 'severely', 'twisted', 'tragic', 'surprise', 'ending', 'mixes', 'elements', 'incest', 'murder', 'miscegenation', 'questionable', 'attempt', 'making', 'statement', 'horrid', 'inhumanity', 'slavery', 'special', 'kudos', 'order', 'foxy', 'brunette', 'actress', 'paola', 'degidio', 'whose', 'lusty', 'uninhibited', 'portrayal', 'depraved', 'lascivious', 'wicked', 'bitch', 'rhonda', 'positively', 'burns', 'screen', 'moreover', 'marcello', 'giombinis', 'funky', 'throbbing', 'tribal', 'score', 'hits', 'groovy', 'spot', 'maurizo', 'centinis', 'fairly', 'polished', 'cinematography', 'likewise', 'trick', 'satisfyingly', 'seamy', 'chunk', 'slimy', 'swill']"
0,"['cannot', 'believe', 'movie', 'made', 'recently', 'got', 'laughable', 'acting', 'not', 'mention', 'one', 'stupidest', 'plots', 'ever', 'would', 'ever', 'ask', 'fat', 'texas', 'sheriff', 'joe', 'don', 'baker', 'escort', 'italian', 'illegally', 'arrested', 'mexico', 'back', 'italy', 'not', 'mention', 'title', 'movie', 'tells', 'pretty', 'much', 'nothing', 'fact', 'generic', 'title', 'wannabe', 'actioncop', 'film', 'think', 'ofi', 'glad', 'saw', 'mstk', 'mike', 'bots', 'shield', 'remark', 'female', 'leads', 'resemblance', 'elaine', 'seinfeld', 'none', 'spongeworthy', 'riff', 'nonstop', 'bakers', 'weight', 'movie', 'probably', 'not', 'worse', 'mitchell', 'bakers', 'reputation', 'definitely', 'precedes', 'title', 'comes', 'beginning', 'film', 'tom', 'says', 'wish', 'illiterate', 'would', 'not', 'read']"
1,"['haggard', 'not', 'even', 'need', 'graded', 'since', 'never', 'designed', 'graded', 'like', 'oscarwinning', 'movies', 'never', 'intended', 'won', 'oscar', 'obviously', 'look', 'stuff', 'bam', 'bran', 'tried', 'like', 'fastmotion', 'shots', 'comes', 'across', 'film', 'something', 'cky', 'jackass', 'even', 'though', 'cool', 'pure', 'enjoyability', 'definitely', 'give', 'film', 'almost', 'every', 'scene', 'made', 'laugh', 'sides', 'hurt', 'like', 'falcones', 'trail', 'movie', 'not', 'seen', 'see', 'buy', 'personally', 'favorite', 'character', 'brandon', 'falcone', 'smooth', 'natural', 'random', 'hilarious', 'freestyles', 'great', 'action', 'figures', 'makes', 'funniest', 'stuff', 'lol', 'diamond', 'mountain', 'bike', 'haggard', 'definitely', 'movie', 'overall', 'humor', 'rivaled', 'anchorman', 'napoleon', 'dynamite']"
0,"['prophecy', 'ii', 'say', 'completely', 'abandoned', 'originality', 'first', 'film', 'simply', 'made', 'chris', 'walken', 'splatter', 'film', 'not', 'even', 'written', 'original', 'writerif', 'seen', 'nr', 'not', 'watch', 'nr', 'real', 'disappointmentif', 'not', 'seen', 'nr', 'not', 'watch', 'nr', 'go', 'see', 'nr', 'experience', 'something', 'original', 'fun']"
1,"['comfortable', 'husband', 'loves', 'claims', 'well', 'made', 'durable', 'easy', 'put', 'take', 'recommends']"
0,"['tony', 'scott', 'directs', 'thriller', 'sports', 'flick', 'attract', 'even', 'nonsports', 'fan', 'say', 'baseball', 'dead', 'sportboringtoo', 'damn', 'slow', 'well', 'perk', 'outside', 'appears', 'disgruntled', 'salesmanrobert', 'de', 'niro', 'inside', 'psychotic', 'san', 'francisco', 'giants', 'fan', 'along', 'comes', 'new', 'sluggerwesley', 'snipesand', 'designated', 'savior', 'doldrums', 'salesman', 'harbors', 'murderous', 'obsession', 'hard', 'hitting', 'star', 'falls', 'worst', 'slump', 'career', 'giants', 'feared', 'crumble', 'along', 'de', 'niro', 'terror', 'personified', 'snipes', 'seems', 'natural', 'ballplayer', 'notables', 'cast', 'still', 'attractive', 'ellen', 'barkin', 'john', 'leguizamo', 'benicio', 'del', 'toro', 'patti', 'darbanville', 'free', 'agentso', 'enjoy', 'violence', 'strong', 'language', 'expected', 'get', 'moneys', 'worth']"
0,"['exenron', 'consultant', 'fails', 'come', 'clean', 'krugman', 'talk', 'well', 'paid', 'enron', 'scamming', 'investors', 'enron', 'employees', 'lost', 'life', 'savings', 'come', 'clean', 'krugman']"
0,"['want', 'go', 'home', 'tonight', 'cancelled', 'flight', 'last', 'leg', 'reserv', 'wout', 'permission']"
0,"['delayed', 'due', 'customer', 'service', 'mean', 'ua']"
1,"['wonderful', 'product', 'struggling', 'flimsy', 'cart', 'four', 'years', 'fact', 'relegated', 'closet', 'rolling', 'around', 'impossible', 'not', 'began', 'rust', 'almost', 'immediately', 'cart', 'perfect', 'high', 'quality', 'goes', 'together', 'smoothly', 'well', 'designed', 'already', 'helped', 'laundry', 'also', 'like', 'fact', 'wash', 'canvas', 'pockets', 'easily', 'comparable', 'carts', 'expensive', 'went', 'bed', 'bath', 'one', 'inexpensive', 'poorly', 'made', 'thank', 'goodness', 'found', 'one', 'hanging', 'bar', 'wonderful', 'innovation', 'idea', 'actually', 'adjust', 'brillianti', 'would', 'give', 'stars']"
0,"['got', 'alert', 'immediately', 'started', 'looking', 'rebook', 'minutes', 'reflight', 'booking', 'problems', 'catch', 'flight', 'srq']"
1,"['great', 'film', 'pure', 'entertainment', 'nothing', 'nothing', 'less', 'enjoyable', 'vaguely', 'feelgood', 'moviea', 'minor', 'nonetheless', 'irritating', 'thing', 'movie', 'not', 'know', 'justine', 'chas', 'broke', 'okay', 'first', 'relationships', 'not', 'work', 'one', 'reason', 'another', 'less', 'seemed', 'like', 'nice', 'couplein', 'nutshell', 'worth', 'watch', 'escape', 'reality']"
1,"['hopefully', 'application', 'jetblue', 'donut', 'designer', 'finally', 'go', 'proper', 'channels']"
0,"['poor', 'quality', 'video', 'dvd', 'advertised', 'like', 'new', 'however', 'evidently', 'dvd', 'several', 'bad', 'places', 'freezes', 'frequently', 'one', 'point', 'freezes', 'long', 'period', 'time', 'another', 'copy', 'son']"
0,"['book', 'promotes', 'child', 'abuse', 'authors', 'book', 'sick', 'abusive', 'advocating', 'kind', 'punishment', 'child', 'involving', 'implement', 'criminal', 'people', 'belong', 'jail', 'contributing', 'injury', 'death', 'children', 'avid', 'customer', 'amazon', 'many', 'years', 'starting', 'today', 'not', 'purchase', 'another', 'thing', 'long', 'sell', 'disgusting', 'book', 'freedom', 'expression', 'limits', 'advocating', 'child', 'abuse', 'definitely', 'crosses', 'line']"
0,"['worked', 'greatfor', 'month', 'bought', 'stuff', 'brought', 'chile', 'actually', 'worked', 'greatuntil', 'one', 'month', 'later', 'one', 'adapters', 'broke', 'funny', 'thing', 'neither', 'amazon', 'nor', 'netgear', 'give', 'feasible', 'solution', 'exchange', 'faulty', 'product', 'send', 'thing', 'back', 'us', 'declare', 'faulty', 'give', 'exchange', 'refund', 'amazingly', 'netgear', 'tech', 'support', 'buenos', 'airesthat', 'course', 'cannot', 'take', 'part', 'claim', 'item', 'not', 'purchased', 'south', 'americabottom', 'lineif', 'not', 'live', 'us', 'not', 'buy']"
1,"['first', 'played', 'around', 'friendsi', 'thought', 'game', 'really', 'greatand', 'loved', 'itthe', 'game', 'simpleon', 'one', 'player', 'modeyou', 'go', 'around', 'james', 'bond', 'complete', 'missions', 'different', 'places', 'like', 'arctic', 'wasteland', 'citymy', 'favorite', 'one', 'tankon', 'two', 'player', 'modeyou', 'friend', 'choose', 'character', 'wish', 'go', 'fightthrough', 'area', 'inyou', 'find', 'ammo', 'weapons', 'helpfrom', 'hand', 'guns', 'rifles', 'lasers', 'even', 'fists', 'workagain', 'player', 'two', 'modethere', 'lots', 'places', 'goand', 'unlocki', 'find', 'game', 'really', 'funbut', 'also', 'suspensefulbecauseyou', 'never', 'really', 'know', 'opponent', 'isand', 'surprising', 'see', 'behind', 'door', 'goingthis', 'game', 'gets', 'stars', 'goodgo', 'play', 'sometime']"
0,"['clueless', 'aa', 'waiting', 'hear', 'weeks', 'refund', 'cancelled', 'flightled', 'flight', 'hold', 'hr', 'min']"
1,"['musthave', 'handbook', 'real', 'leadership', 'mark', 'sanborn', 'created', 'perfect', 'desk', 'reference', 'young', 'experienced', 'leaders', 'alike', 'well', 'versed', 'leadership', 'concise', 'inspiring', 'refresher', 'presents', 'brand', 'new', 'spins', 'stories', 'instead', 'old', 'regurgitated', 'cliches', 'young', 'leaders', 'one', 'book', 'must', 'captures', 'principles', 'genuine', 'leadership', 'way', 'makes', 'sense', 'todays', 'dynamic', 'work', 'environmentssanborn', 'hits', 'us', 'square', 'eyes', 'early', 'huge', 'question', 'no', 'title', 'ability', 'reward', 'penalize', 'still', 'get', 'people', 'follow', 'strongly', 'encourage', 'team', 'employees', 'read', 'step', 'step', 'system', 'make', 'sure', 'answer', 'question', 'yes']"
0,"['terrible', 'way', 'even', 'begin', 'consider', 'funny', 'made', 'fun', 'amazing', 'ass', 'fights', 'crime', 'drinkssmokes', 'funny', 'funny', 'people', 'put', 'things', 'mouth', 'puts', 'getting', 'sexual', 'service', 'lady', 'show', 'great', 'would', 'say', 'liked', 'show', 'though', 'sure', 'see', 'obvious', 'sarcasm', 'noticed', 'people', 'comparing', 'show', 'oz', 'mouse', 'squid', 'billies', 'would', 'even', 'try', 'nothing', 'compare', 'two', 'shows', 'actually', 'decent', 'character', 'development', 'conclusion', 'hate', 'assy', 'mcgee', 'twinge', 'name']"
0,"['not', 'fit']"
1,"['interested', 'learning', 'sort', 'thing', 'happening', 'modern', 'civilization', 'excellent', 'book', 'called', 'outlaw', 'seas', 'outlaw', 'sea', 'describes', 'story', 'story', 'things', 'happen', 'lawlessness', 'high', 'seas', 'reality', 'number', 'reasons', 'one', 'many', 'worlds', 'freighters', 'questionable', 'registry', 'nationality', 'difficult', 'impossible', 'enforce', 'international', 'laws', 'ships', 'owners', 'not', 'office', 'real', 'country', 'two', 'many', 'ship', 'lines', 'employ', 'crews', 'dirt', 'poor', 'third', 'world', 'countries', 'crews', 'often', 'like', 'illegal', 'immigrant', 'workers', 'threatened', 'bullied', 'complying', 'questionable', 'illegal', 'practices', 'three', 'often', 'language', 'barrier', 'not', 'officers', 'crew', 'also', 'crew', 'members', 'crew', 'rewarded', 'compliance', 'silence', 'four', 'committing', 'illegal', 'act', 'ships', 'able', 'hide', 'plain', 'sight', 'little', 'fresh', 'coat', 'paint', 'anyway', 'fascinating', 'readinghorrifying', 'story', 'excellent', 'movie', 'anyone', 'else', 'notice', 'hbo', 'seems', 'make', 'best', 'important', 'movies', 'hollywood', 'trouble', 'releasing', 'enough', 'oscar', 'worthy', 'movies', 'given', 'year', 'several', 'top', 'contenders', 'usually', 'come', 'britain', 'jerry', 'bruckheimer', 'end', 'quality', 'cinemai', 'loved', 'thoroughly', 'evil', 'performance', 'sean', 'pertwee', 'also', 'usual', 'loved', 'omar', 'epps']"
1,"['nice', 'touch', 'using', 'first', 'name', 'intimate', 'filing', 'claim', 'soon', 'reimbursed', 'us', 'airways', 'day']"
1,"['excellent', 'resource', 'guidance', 'true', 'selves', 'unique', 'excellent', 'book', 'book', 'cover', 'says', 'families', 'friends', 'coworkers', 'helping', 'professionalsit', 'much', 'great', 'resource', 'learning', 'teaching', 'trnassexualism', 'also', 'great', 'guide', 'transgender', 'transsexual', 'covers', 'personal', 'feelings', 'feelings', 'others', 'also', 'transition', 'coming', 'ultimate', 'step', 'sexualgender', 'reassignment', 'surgery', 'discusses', 'coming', 'hormones', 'living', 'fulltime', 'covers', 'every', 'aspect', 'means', 'transsexuali', 'cannot', 'say', 'enough', 'book', 'would', 'recommend', 'book', 'anyones', 'list', 'transgender', 'dealing', 'transgender', 'individual']"
0,"['three', 'years', 'ago', 'racheltherese', 'fretwell', 'partying', 'lake', 'friends', 'brother', 'falls', 'boat', 'drowns', 'rachels', 'friends', 'think', 'time', 'stop', 'beating', 'taking', 'blame', 'something', 'no', 'control', 'grab', 'brew', 'something', 'chew', 'head', 'back', 'lake', 'rachels', 'constant', 'nightmares', 'expected', 'bloodbath', 'already', 'started', 'two', 'friends', 'splattered', 'even', 'heading', 'party', 'flick', 'feel', 'high', 'school', 'play', 'everyone', 'forgot', 'lines', 'winged', 'itvery', 'badly', 'writer', 'marcos', 'gabriel', 'gave', 'meatier', 'role', 'rachels', 'boyfriend', 'leo', 'outside', 'fretwell', 'gabriel', 'pretty', 'lame', 'acting', 'characters', 'would', 'like', 'choke', 'crap', 'get', 'offed', 'giving', 'attention', 'players', 'nerve', 'appear', 'erin', 'gallagher', 'andrew', 'williams', 'jasmine', 'trice', 'derek', 'nieves', 'one', 'memorial', 'day', 'would', 'not', 'mind', 'missing']"
1,"['especially', 'love', 'long', 'battery', 'life']"
0,"['great', 'story', 'poor', 'edition', 'screen', 'play', 'heads', 'upthis', 'not', 'novel', 'book', 'small', 'paperback', 'stapledtogether', 'screen', 'play', 'edition', 'print', 'small', 'difficult', 'read', 'not', 'recommend', 'edition', 'even', 'though', 'wonderful', 'story', 'movie']"
0,"['thanks', 'nothing', 'no', 'atlanta', 'lounge', 'ap', 'says', 'no', 'sure', 'nothing', 'terminal']"
1,"['able', 'change', 'flight', 'without', 'fees', 'oh', 'two', 'free', 'checked', 'bags', 'best', 'airline', 'ever']"
0,"['service', 'shitty', 'pilot', 'never', 'showed', 'waited', 'hours', 'another', 'pilot', 'supposed', 'come', 'not', 'flighted']"
0,"['false', 'advertising', 'clearly', 'says', 'pack', 'one', 'x', 'shipped', 'false', 'advertising', 'one', 'ok', 'says', 'ship']"
1,"['best', 'video', 'seen', 'ever']"
0,"['everything', 'product', 'wrongfirst']"
1,"['die', 'someone', 'bury', 'not', 'difference', 'gives', 'damn', 'huh', 'thus', 'philosophy', 'life', 'lack', 'summed', 'less', 'classic', 'nevertheless', 'fun', 'spin', 'sergio', 'leones', 'dollars', 'trilogy', 'opening', 'scene', 'three', 'obviously', 'evil', 'gunmen', 'ride', 'western', 'town', 'menacing', 'glares', 'intimidate', 'pathetic', 'normal', 'people', 'hiding', 'homes', 'observant', 'watcher', 'notice', 'three', 'bears', 'striking', 'resemblance', 'characters', 'leones', 'dollars', 'one', 'guy', 'eastwoods', 'poncho', 'one', 'lee', 'van', 'cleefs', 'black', 'suit', 'one', 'seeming', 'act', 'like', 'gian', 'marie', 'volontes', 'indio', 'movie', 'not', 'guys', 'no', 'sooner', 'ride', 'town', 'gunned', 'someone', 'even', 'cooler', 'mysterious', 'bounty', 'hunter', 'known', 'simply', 'strangerno', 'altogether', 'different', 'storyin', 'obvious', 'copying', 'leones', 'good', 'bad', 'ugly', 'three', 'gunmen', 'vying', 'hidden', 'treasure', 'bounty', 'hunter', 'mexican', 'bandit', 'stranger', 'george', 'hilton', 'supercool', 'bounty', 'hunter', 'penchant', 'shooting', 'people', 'dressed', 'like', 'priest', 'reward', 'bandit', 'monetero', 'gilbert', 'roland', 'moneteros', 'gang', 'steals', 'three', 'hundred', 'thousand', 'gold', 'coins', 'stranger', 'gets', 'sidetracked', 'normal', 'line', 'workto', 'round', 'trio', 'edd', 'byrnes', 'corrupt', 'bank', 'executive', 'clayton', 'wants', 'money', 'money', 'hidden', 'away', 'man', 'knows', 'gets', 'shot', 'clue', 'hiding', 'place', 'medallion', 'shows', 'family', 'crest', 'game', 'find', 'treasure', 'anyone', 'else', 'gun', 'playwith', 'plenty', 'gunfights', 'fist', 'fights', 'double', 'crosses', 'action', 'takes', 'three', 'ultimate', 'showdown', 'ripoff', 'three', 'way', 'draw', 'hidden', 'treasure', 'ala', 'good', 'bad', 'ugly', 'twistthis', 'movie', 'not', 'good', 'leones', 'films', 'course', 'end', 'gives', 'damn', 'huh', 'movie', 'fun', 'nihilism', 'spaghetti', 'western', 'style', 'no', 'rules', 'no', 'enduring', 'loyalties', 'no', 'right', 'wrong', 'treasure', 'whatever', 'takes', 'get', 'though', 'movie', 'not', 'classic', 'ending', 'surely', 'hey', 'maybe', 'get', 'along', 'hundred', 'thousand', 'pieceif', 'like', 'spaghetti', 'westerns', 'check', 'one', 'fast', 'furious', 'worth', 'look', 'name', 'evren', 'buyruk', 'crestline', 'california']"
1,"['plane', 'crew', 'professional', 'courteous', 'gate', 'agents', 'flustered']"
0,"['usually', 'like', 'movies', 'animals', 'reptiles', 'turning', 'mean', 'old', 'humans', 'threaten', 'environment', 'say', 'snake', 'island', 'major', 'letdownthe', 'premise', 'interesting', 'group', 'people', 'including', 'writer', 'numbly', 'played', 'william', 'katt', 'goes', 'island', 'called', 'duh', 'guessed', 'snake', 'island', 'quess', 'island', 'lives', 'name', 'one', 'thing', 'give', 'movie', 'snakes', 'lots', 'lots', 'snakes', 'sizes', 'kinds', 'part', 'movie', 'fairness', 'lives', 'name', 'writing', 'acting', 'directing', 'soooooooo', 'lame', 'almost', 'painful', 'sit', 'throughthe', 'characters', 'unlikeable', 'begging', 'snakes', 'finish', 'horrible', 'people', 'put', 'us', 'misery', 'couple', 'scenes', 'surreal', 'ridiculous', 'seen', 'believedsnakes', 'gyrating', 'really', 'horrible', 'disco', 'music', 'women', 'dance', 'seminude', 'together', 'scene', 'snake', 'holding', 'inane', 'dialogue', 'one', 'actors', 'beyond', 'absurd', 'think', 'writer', 'trying', 'funny', 'came', 'like', 'weird', 'lsd', 'tripi', 'remember', 'william', 'katt', 'years', 'ago', 'back', 'starred', 'carrie', 'hunk', 'wasnot', 'ever', 'major', 'star', 'reduced', 'garbage', 'feel', 'himavoid', 'movie', 'like', 'plague', 'unless', 'really', 'movies', 'feature', 'lots', 'lots', 'snakes', 'really', 'horrible', 'humans']"
0,"['film', 'made', 'saskatchewan', 'manitoba', 'parks', 'returned', 'world', 'eye', 'little', 'wild', 'western', 'canada', 'left', 'archie', 'began', 'write', 'stories', 'papers', 'thought', 'day', 'tame', 'wilderness', 'convertabsorb', 'first', 'nation', 'peoplesthe', 'film', 'puts', 'forward', 'asks', 'question', 'would', 'welleducated', 'obviously', 'talented', 'englishman', 'become', 'indian', 'archie', 'english', 'boy', 'dreams', 'becoming', 'something', 'grasping', 'full', 'meaning', 'dream', 'unique', 'priceless', 'no', 'mater', 'sounds', 'like', 'famous', 'puppet', 'story', 'not', 'opinion', 'saw', 'archie', 'become', 'living', 'image', 'cigar', 'store', 'indian', 'wooden', 'character', 'not', 'real', 'well', 'done', 'acting', 'part', 'mr', 'brosnan', 'also', 'portrayed', 'wild', 'indian', 'dance', 'scene', 'tourist', 'fullness', 'reality', 'not', 'realized', 'till', 'met', 'married', 'wife', 'annie', 'annie', 'pushed', 'archie', 'direction', 'would', 'bring', 'forefront', 'englishmans', 'world', 'stage', 'not', 'grey', 'owl', 'canadian', 'native', 'wilderness', 'frontier', 'closest', 'archie', 'get', 'becoming', 'noble', 'savage', 'prototype', 'mr', 'brosnans', 'interpretation', 'well', 'directors', 'well', 'done', 'watched', 'documentaries', 'grey', 'owl', 'think', 'good', 'big', 'screen', 'movie', 'add', 'collectionspoiler', 'thought', 'final', 'scenes', 'archie', 'going', 'meet', 'grand', 'council', 'chiefs', 'great', 'great', 'moment', 'film', 'beautiful', 'canadian', 'lake', 'scenery', 'real', 'grey', 'owl', 'locations']"
1,"['saw', 'cable', 'back', 'early', 'loved', 'never', 'saw', 'showed', 'cable', 'recently', 'still', 'find', 'great', 'vietnam', 'movie', 'not', 'sure', 'not', 'higher', 'rated', 'found', 'everything', 'film', 'compelling', 'vet', 'not', 'vietnam', 'relate', 'situations', 'brought', 'harris', 'de', 'niro', 'imagine', 'film', 'poignant', 'situation', 'iraq', 'wish', 'would', 'offered', 'cable', 'often', 'people', 'see', 'human', 'toll', 'soldiers', 'not', 'left', 'battlefield', 'brought', 'home', 'rest', 'lives', 'film', 'one', 'many', 'brings', 'home', 'hard', 'way', 'excellent', 'film']"
0,"['figured', 'movie', 'poltergeist', 'lady', 'not', 'going', 'good', 'actually', 'starts', 'okay', 'first', 'murder', 'scene', 'find', 'movie', 'watching', 'movie', 'inside', 'movie', 'people', 'sitting', 'movie', 'theatre', 'watching', 'movie', 'one', 'girl', 'audience', 'annoying', 'would', 'turned', 'around', 'strangled', 'bit', 'strange', 'far', 'good']"
0,"['fluctuated', 'aa', 'took', 'hrs', 'call', 'backended', 'paying', 'extra', 'us', 'statement', 'not', 'true']"
0,"['cannot', 'believe', 'movie', 'stars', 'imdb', 'one', 'worst', 'movies', 'ever', 'seen', 'not', 'episode', 'mystery', 'science', 'theater', 'plot', 'predictable', 'not', 'bring', 'care', 'characters', 'dialog', 'cheesy', 'several', 'moments', 'movie', 'actually', 'made', 'groan', 'loud', 'including', 'kiefer', 'southerlands', 'crazy', 'neighbor', 'incredibly', 'lame', 'joke', 'ends', 'movie', 'jeff', 'bridges', 'accent', 'goofy', 'cannot', 'tell', 'country', 'supposed', 'one', 'least', 'thrilling', 'thrillers', 'ever', 'seen', 'wellafter', 'sandra', 'bullocks', 'character', 'disappears', 'absolutely', 'nothing', 'happens', 'advance', 'story', 'good', 'minutes', 'would', 'give', 'movie', 'negative', 'amount', 'stars']"
0,"['customer', 'feels', 'like', 'stick', 'airlines', 'jet', 'blue', 'travel', 'work', 'past', 'years', 'never', 'seen']"
0,"['really', 'wanted', 'sign', 'airline', 'credit', 'card', 'absurd', 'change', 'fee', 'switch', 'flight', 'made', 'think', 'twice']"
1,"['see', 'movie', 'know', 'see', 'extense', 'videoclip', 'popular', 'music', 'find', 'incredible', 'fx', 'great', 'music', 'nice', 'time', 'enjoy', 'kids', 'compare', 'movie', 'remember', 'pop', 'extravaganza', 'clips', 'man', 'mirror', 'leave', 'alone', 'smooth', 'criminal', 'beatles', 'come', 'together']"
1,"['thanks', 'th', 'birthday', 'saturday', 'aviation', 'themed', 'surprise', 'party']"
0,"['believe', 'seriousness', 'acceptable', 'time', 'expense', 'name', 'not', 'fault']"
1,"['wonder', 'someone', 'diss', 'movie', 'based', 'actual', 'story', 'not', 'necessarily', 'rugby', 'one', 'posted', 'need', 'make', 'real', 'rugby', 'movie', 'missed', 'point', 'not', 'another', 'typical', 'sports', 'movie', 'team', 'sucks', 'hire', 'emilio', 'estevez', 'turn', 'team', 'around', 'win', 'championship', 'give', 'everyone', 'warm', 'fuzzies', 'focuses', 'story', 'shows', 'someone', 'change', 'life', 'better', 'movies', 'days', 'sex', 'drugs', 'partying', 'etc', 'hollywood', 'big', 'fan', 'movies', 'say', 'inspirational', 'movie', 'great', 'message', 'consider', 'tough', 'guy', 'not', 'watch', 'movie', 'not', 'live', 'standards', 'want', 'watch', 'good', 'inspirational', 'movie', 'good', 'one']"
1,"['cldnt', 'happier', 'w', 'many', 'plastic', 'wing', 'pins', 'given', 'flight', 'love', 'amazing', 'staff', 'nice']"
0,"['film', 'quite', 'boring', 'snippets', 'naked', 'flesh', 'tossed', 'around', 'lame', 'attempt', 'keep', 'viewer', 'awake', 'not', 'succeedthe', 'best', 'thing', 'movie', 'lena', 'olinshe', 'masterful', 'job', 'handling', 'character', 'daylewis', 'garbles', 'lineskaufman', 'clearly', 'no', 'idea', 'film', 'incongruities', 'bouncing', 'domestic', 'householdmarriage', 'issues', 'political', 'crises', 'badly', 'matched', 'character', 'attitudes', 'change', 'without', 'explanation', 'throughout', 'badly', 'disjointed']"
0,"['would', 'even', 'consider', 'continuing', 'point', 'program', 'received', 'no', 'perks', 'continued', 'bad', 'customer', 'service']"
1,"['thank', 'glad', 'heading', 'home', 'great', 'people', 'call', 'center']"
0,"['tired', 'sitting', 'delayed', 'computer']"
